配信日,開始時刻,歌枠URL,枠タイトル,曲順,曲名,アーティスト名,キー,ジャンル,セトリ原文,タイムスタンプ,確認状態,備考,正規化曲名,正規化アーティスト,曲キー,重複チェック,D1投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15308,ハルジオン,YOASOBI,,,21. ハルジオン[Halzion] / YOASOBI,2:34:25,確認済み,,ハルジオン,YOASOBI,ハルジオン / YOASOBI,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15309,アカシア,BUMP OF CHICKEN,,,22. アカシア[Acacia] / BUMP OF CHICKEN,2:46:03,確認済み,,アカシア,BUMP OF CHICKEN,アカシア / BUMP OF CHICKEN,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15310,君と羊と青,RADWIMPS,,,23. 君と羊と青[Kimi To Hitsuji To Ao] / RADWIMPS,2:54:02,確認済み,,君と羊と青,RADWIMPS,君と羊と青 / RADWIMPS,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15311,革命道中,アイナ・ジ・エンド,,,24. 革命道中[Kakumei Douchu] / アイナ・ジ・エンド,3:04:58,確認済み,,革命道中,アイナ・ジ・エンド,革命道中 / アイナ・ジ・エンド,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15312,lulu.,Mrs. GREEN APPLE,,,25. lulu. / Mrs. GREEN APPLE,3:12:33,確認済み,,lulu.,Mrs. GREEN APPLE,lulu. / Mrs. GREEN APPLE,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15313,JANE DOE,"米津玄師,宇多田ヒカル",,,"26. JANE DOE / 米津玄師,宇多田ヒカル",3:20:14,確認済み,,JANE DOE,"米津玄師,宇多田ヒカル","JANE DOE / 米津玄師,宇多田ヒカル",,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15314,ray,BUMP OF CHICKEN,,,27. ray / BUMP OF CHICKEN,3:27:47,確認済み,,ray,BUMP OF CHICKEN,ray / BUMP OF CHICKEN,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15315,勇者,YOASOBI,,,01. 勇者[Yuusha] / YOASOBI,0:07:01,確認済み,,勇者,YOASOBI,勇者 / YOASOBI,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15316,三原色,YOASOBI,,,02. 三原色[Sangensyoku] / YOASOBI,0:10:27,確認済み,,三原色,YOASOBI,三原色 / YOASOBI,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15317,アイドル,YOASOBI,,,03. アイドル[Idol] / YOASOBI,0:14:24,確認済み,,アイドル,YOASOBI,アイドル / YOASOBI,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15318,あの夢をなぞって,YOASOBI,,,04. あの夢をなぞって[ano yume o nazotte] / YOASOBI,0:23:54,確認済み,,あの夢をなぞって,YOASOBI,あの夢をなぞって / YOASOBI,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15319,好きすぎて滅！,M!LK,,,05. 好きすぎて滅！[Suki sugite metsu!] / M!LK,0:32:47,確認済み,初,好きすぎて滅！,M!LK,好きすぎて滅！ / M!LK,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15320,愛のうた～ピクミンのテーマ,ストロベリー・フラワー,,,06. 愛のうた～ピクミンのテーマ[Ai no uta] / ストロベリー・フラワー,0:37:55,確認済み,,愛のうた～ピクミンのテーマ,ストロベリー・フラワー,愛のうた～ピクミンのテーマ / ストロベリー・フラワー,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15321,あんなに一緒だったのに,See-Saw,,,07. あんなに一緒だったのに[Annani issyo datta noni] / See-Saw,0:43:19,確認済み,,あんなに一緒だったのに,See-Saw,あんなに一緒だったのに / See-Saw,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15322,Shangri-La,angela,,,08. Shangri-La / angela,0:52:00,確認済み,,Shangri-La,angela,Shangri-La / angela,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15323,盛れ！ミ・アモーレ,Juice=Juice,,,09. 盛れ！ミ・アモーレ[More! mi amor] / Juice=Juice,1:00:26,確認済み,,盛れ！ミ・アモーレ,Juice=Juice,盛れ！ミ・アモーレ / Juice=Juice,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15324,GO!!!,FLOW,,,10. GO!!! / FLOW,1:07:13,確認済み,,GO!!!,FLOW,GO!!! / FLOW,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15325,Magia,Kalafina,,,11. Magia / Kalafina,1:17:16,確認済み,,Magia,Kalafina,Magia / Kalafina,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15326,撫でんな,柊マグネタイト,,,12. 撫でんな[Nadenna] / 柊マグネタイト,1:22:44,確認済み,,撫でんな,柊マグネタイト,撫でんな / 柊マグネタイト,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15327,My Dearest,supercell,,,13. My Dearest / supercell,1:30:00,確認済み,,My Dearest,supercell,My Dearest / supercell,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15328,罪の名前,ryo,,,14. 罪の名前[Tsumi no Namae] / ryo,1:38:40,確認済み,,罪の名前,ryo,罪の名前 / ryo,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15329,空想フォレスト,じん,,,15. 空想フォレスト[Kuusou Forest] / じん,1:46:58,確認済み,,空想フォレスト,じん,空想フォレスト / じん,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15330,如月アテンション,じん,,,16. 如月アテンション[Kisaragi attention] / じん,1:51:20,確認済み,,如月アテンション,じん,如月アテンション / じん,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15331,夜咄ディセイブ,じん,,,17. 夜咄ディセイブ[Yobanashi Deceive] / じん,1:58:52,確認済み,,夜咄ディセイブ,じん,夜咄ディセイブ / じん,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15332,ようかい体操第一,Dream5,,,18. ようかい体操第一[Yokai Taiso Daiichi] / Dream5,2:03:00,確認済み,,ようかい体操第一,Dream5,ようかい体操第一 / Dream5,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15333,死神,米津玄師,,,19. 死神[Shinigami] / 米津玄師,2:13:11,確認済み,,死神,米津玄師,死神 / 米津玄師,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15334,青と夏,Mrs. GREEN APPLE,,,20. 青と夏[Ao to Natsu] / Mrs. GREEN APPLE,2:18:34,確認済み,,青と夏,Mrs. GREEN APPLE,青と夏 / Mrs. GREEN APPLE,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15335,StaRt,Mrs. GREEN APPLE,,,21. StaRt / Mrs. GREEN APPLE,2:23:26,確認済み,,StaRt,Mrs. GREEN APPLE,StaRt / Mrs. GREEN APPLE,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15336,プロトディスコ,ぬゆり,,,22. プロトディスコ[Proto Disco] / ぬゆり,2:30:39,確認済み,,プロトディスコ,ぬゆり,プロトディスコ / ぬゆり,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15337,アウトサイダー,Eve,,,23. アウトサイダー[Outsider] / Eve,2:38:06,確認済み,,アウトサイダー,Eve,アウトサイダー / Eve,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15338,抜錨,ナナホシ管弦楽団,,,24. 抜錨[Batsubyou] / ナナホシ管弦楽団,2:43:33,確認済み,,抜錨,ナナホシ管弦楽団,抜錨 / ナナホシ管弦楽団,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15339,アポロ,ポルノグラフィティ,,,25. アポロ[Apollo] / ポルノグラフィティ,2:52:18,確認済み,,アポロ,ポルノグラフィティ,アポロ / ポルノグラフィティ,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15340,リライト,ASIAN KUNG-FU GENERATION,,,26. リライト[Rewrite] / ASIAN KUNG-FU GENERATION,2:56:42,確認済み,,リライト,ASIAN KUNG-FU GENERATION,リライト / ASIAN KUNG-FU GENERATION,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15341,Lie,茨むあん,,,27. Lie / 茨むあん,3:13:20,確認済み,,Lie,茨むあん,Lie / 茨むあん,,未投入
2026/04/13,,https://www.youtube.com/live/8WZ8E_ZyAaI?si=alTv4ZrtvUqjKF8O,【 #歌枠︙#karaoke 】月曜21時はここですおッ！【 茨むあん︙Vsinger 】#vtuber,15342,シルク,茨むあん,,,28. シルク[Silk] / 茨むあん,3:18:01,確認済み,,シルク,茨むあん,シルク / 茨むあん,,未投入
2026/04/17,,https://www.youtube.com/live/lt0ma-wCYeg?si=ahOR5FqWncvAQieu,【 #歌枠︙#karaoke 】ヨルシカさん多め🐈むにゃんがお届け【 茨むあん︙Vsinger 】#vtuber,15343,月に吠える,ヨルシカ,,,01. 月に吠える[Tsuki ni hoeru] / ヨルシカ,0:11:36,確認済み,,月に吠える,ヨルシカ,月に吠える / ヨルシカ,,未投入
2026/04/17,,https://www.youtube.com/live/lt0ma-wCYeg?si=ahOR5FqWncvAQieu,【 #歌枠︙#karaoke 】ヨルシカさん多め🐈むにゃんがお届け【 茨むあん︙Vsinger 】#vtuber,15344,又三郎,ヨルシカ,,,02. 又三郎[Matasaburou] / ヨルシカ,0:23:16,確認済み,,又三郎,ヨルシカ,又三郎 / ヨルシカ,,未投入
2026/04/17,,https://www.youtube.com/live/lt0ma-wCYeg?si=ahOR5FqWncvAQieu,【 #歌枠︙#karaoke 】ヨルシカさん多め🐈むにゃんがお届け【 茨むあん︙Vsinger 】#vtuber,15345,負け犬にアンコールはいらない,ヨルシカ,,,03. 負け犬にアンコールはいらない[Makeinu ni encore wa iranai] / ヨルシカ,0:30:07,確認済み,,負け犬にアンコールはいらない,ヨルシカ,負け犬にアンコールはいらない / ヨルシカ,,未投入
2026/04/17,,https://www.youtube.com/live/lt0ma-wCYeg?si=ahOR5FqWncvAQieu,【 #歌枠︙#karaoke 】ヨルシカさん多め🐈むにゃんがお届け【 茨むあん︙Vsinger 】#vtuber,15346,春ひさぎ,ヨルシカ,,,04. 春ひさぎ[Haru hisagi] / ヨルシカ,0:37:50,確認済み,,春ひさぎ,ヨルシカ,春ひさぎ / ヨルシカ,,未投入
2026/04/17,,https://www.youtube.com/live/lt0ma-wCYeg?si=ahOR5FqWncvAQieu,【 #歌枠︙#karaoke 】ヨルシカさん多め🐈むにゃんがお届け【 茨むあん︙Vsinger 】#vtuber,15347,雨とカプチーノ,ヨルシカ,,,05. 雨とカプチーノ[Ame to Kapuchiino] / ヨルシカ,0:45:12,確認済み,,雨とカプチーノ,ヨルシカ,雨とカプチーノ / ヨルシカ,,未投入
2026/04/17,,https://www.youtube.com/live/lt0ma-wCYeg?si=ahOR5FqWncvAQieu,【 #歌枠︙#karaoke 】ヨルシカさん多め🐈むにゃんがお届け【 茨むあん︙Vsinger 】#vtuber,15348,だから僕は音楽を辞めた,ヨルシカ,,,06. だから僕は音楽を辞めた[Dakara boku wa ongaku wo yameta] / ヨルシカ,0:53:34,確認済み,,だから僕は音楽を辞めた,ヨルシカ,だから僕は音楽を辞めた / ヨルシカ,,未投入
2026/04/17,,https://www.youtube.com/live/lt0ma-wCYeg?si=ahOR5FqWncvAQieu,【 #歌枠︙#karaoke 】ヨルシカさん多め🐈むにゃんがお届け【 茨むあん︙Vsinger 】#vtuber,15349,晴る,ヨルシカ,,,07. 晴る[Haru] / ヨルシカ,1:03:42,確認済み,,晴る,ヨルシカ,晴る / ヨルシカ,,未投入
2026/04/17,,https://www.youtube.com/live/lt0ma-wCYeg?si=ahOR5FqWncvAQieu,【 #歌枠︙#karaoke 】ヨルシカさん多め🐈むにゃんがお届け【 茨むあん︙Vsinger 】#vtuber,15350,心に穴が空いた,ヨルシカ,,,08. 心に穴が空いた[Kokoro ni ana ga aita] / ヨルシカ,1:12:33,確認済み,,心に穴が空いた,ヨルシカ,心に穴が空いた / ヨルシカ,,未投入
2026/04/17,,https://www.youtube.com/live/lt0ma-wCYeg?si=ahOR5FqWncvAQieu,【 #歌枠︙#karaoke 】ヨルシカさん多め🐈むにゃんがお届け【 茨むあん︙Vsinger 】#vtuber,15351,夜行,ヨルシカ,,,09. 夜行[Yakou] / ヨルシカ,1:20:51,確認済み,,夜行,ヨルシカ,夜行 / ヨルシカ,,未投入
2026/04/17,,https://www.youtube.com/live/lt0ma-wCYeg?si=ahOR5FqWncvAQieu,【 #歌枠︙#karaoke 】ヨルシカさん多め🐈むにゃんがお届け【 茨むあん︙Vsinger 】#vtuber,15352,嘘月,ヨルシカ,,,10. 嘘月[Uso tsuki] / ヨルシカ,1:33:38,確認済み,,嘘月,ヨルシカ,嘘月 / ヨルシカ,,未投入
2026/04/17,,https://www.youtube.com/live/lt0ma-wCYeg?si=ahOR5FqWncvAQieu,【 #歌枠︙#karaoke 】ヨルシカさん多め🐈むにゃんがお届け【 茨むあん︙Vsinger 】#vtuber,15353,準透明少年,ヨルシカ,,,11. 準透明少年[Jun toumei syounen] / ヨルシカ,1:42:29,確認済み,,準透明少年,ヨルシカ,準透明少年 / ヨルシカ,,未投入
2026/04/17,,https://www.youtube.com/live/lt0ma-wCYeg?si=ahOR5FqWncvAQieu,【 #歌枠︙#karaoke 】ヨルシカさん多め🐈むにゃんがお届け【 茨むあん︙Vsinger 】#vtuber,15354,ギラギラ,Ado,,,12. ギラギラ[Giragira] / Ado,1:49:07,確認済み,,ギラギラ,Ado,ギラギラ / Ado,,未投入
2026/04/17,,https://www.youtube.com/live/lt0ma-wCYeg?si=ahOR5FqWncvAQieu,【 #歌枠︙#karaoke 】ヨルシカさん多め🐈むにゃんがお届け【 茨むあん︙Vsinger 】#vtuber,15355,風を食む,ヨルシカ,,,13. 風を食む[Kaze wo hamu] / ヨルシカ,1:59:52,確認済み,,風を食む,ヨルシカ,風を食む / ヨルシカ,,未投入
2026/04/17,,https://www.youtube.com/live/lt0ma-wCYeg?si=ahOR5FqWncvAQieu,【 #歌枠︙#karaoke 】ヨルシカさん多め🐈むにゃんがお届け【 茨むあん︙Vsinger 】#vtuber,15356,アルジャーノン,ヨルシカ,,,14. アルジャーノン[Algernon] / ヨルシカ,2:10:31,確認済み,,アルジャーノン,ヨルシカ,アルジャーノン / ヨルシカ,,未投入
2026/04/17,,https://www.youtube.com/live/lt0ma-wCYeg?si=ahOR5FqWncvAQieu,【 #歌枠︙#karaoke 】ヨルシカさん多め🐈むにゃんがお届け【 茨むあん︙Vsinger 】#vtuber,15357,斜陽,ヨルシカ,,,15. 斜陽[Syayou] / ヨルシカ,2:19:34,確認済み,,斜陽,ヨルシカ,斜陽 / ヨルシカ,,未投入
2026/04/17,,https://www.youtube.com/live/lt0ma-wCYeg?si=ahOR5FqWncvAQieu,【 #歌枠︙#karaoke 】ヨルシカさん多め🐈むにゃんがお届け【 茨むあん︙Vsinger 】#vtuber,15358,藍二乗,ヨルシカ,,,16. 藍二乗[Ai Nijou] / ヨルシカ,2:26:40,確認済み,,藍二乗,ヨルシカ,藍二乗 / ヨルシカ,,未投入
2026/04/17,,https://www.youtube.com/live/lt0ma-wCYeg?si=ahOR5FqWncvAQieu,【 #歌枠︙#karaoke 】ヨルシカさん多め🐈むにゃんがお届け【 茨むあん︙Vsinger 】#vtuber,15359,忘れてください,ヨルシカ,,,17. 忘れてください[Wasurete kudasai] / ヨルシカ,2:36:48,確認済み,,忘れてください,ヨルシカ,忘れてください / ヨルシカ,,未投入
2026/04/17,,https://www.youtube.com/live/lt0ma-wCYeg?si=ahOR5FqWncvAQieu,【 #歌枠︙#karaoke 】ヨルシカさん多め🐈むにゃんがお届け【 茨むあん︙Vsinger 】#vtuber,15360,若者のすべて,フジファブリック,,,18. 若者のすべて[Wakamono no subete] / フジファブリック,2:48:06,確認済み,,若者のすべて,フジファブリック,若者のすべて / フジファブリック,,未投入
2026/04/17,,https://www.youtube.com/live/lt0ma-wCYeg?si=ahOR5FqWncvAQieu,【 #歌枠︙#karaoke 】ヨルシカさん多め🐈むにゃんがお届け【 茨むあん︙Vsinger 】#vtuber,15361,パレード,ヨルシカ,,,19. パレード[Parade] / ヨルシカ,2:59:42,確認済み,,パレード,ヨルシカ,パレード / ヨルシカ,,未投入
2026/04/17,,https://www.youtube.com/live/lt0ma-wCYeg?si=ahOR5FqWncvAQieu,【 #歌枠︙#karaoke 】ヨルシカさん多め🐈むにゃんがお届け【 茨むあん︙Vsinger 】#vtuber,15362,ノーチラス,ヨルシカ,,,20. ノーチラス[Nautilus] / ヨルシカ,3:12:05,確認済み,,ノーチラス,ヨルシカ,ノーチラス / ヨルシカ,,未投入
